Time;Consumption;;
16.12.2021 15.00;0,5;;
16.12.2021 16.00;1,48;;
16.12.2021 17.00;2,16;;
16.12.2021 18.00;0,52;;
16.12.2021 19.00;0,86;;
16.12.2021 20.00;1,4;;
16.12.2021 21.00;1,91;;
16.12.2021 22.00;4,4;;
16.12.2021 23.00;5,2;;
17.12.2021 0.00;4,11;;
17.12.2021 1.00;1,93;;
17.12.2021 2.00;1,13;;
17.12.2021 3.00;0,83;;
17.12.2021 4.00;0,36;;
17.12.2021 5.00;1,13;;
17.12.2021 6.00;1,33;;
17.12.2021 7.00;0,88;;
17.12.2021 8.00;0,39;;
17.12.2021 9.00;0,37;;
17.12.2021 10.00;0,35;;
17.12.2021 11.00;0,36;;
17.12.2021 12.00;1;;
17.12.2021 13.00;1,35;;
17.12.2021 14.00;1,28;;
17.12.2021 15.00;0,62;;
17.12.2021 16.00;2,09;;
17.12.2021 17.00;2,26;;
17.12.2021 18.00;1,47;;
17.12.2021 19.00;1,53;;
17.12.2021 20.00;1,48;;
17.12.2021 21.00;1,19;;
17.12.2021 22.00;2,89;;
17.12.2021 23.00;4,37;;
18.12.2021 0.00;4,18;;
18.12.2021 1.00;1,82;;
18.12.2021 2.00;0,29;;
18.12.2021 3.00;0,24;;
18.12.2021 4.00;0,39;;
18.12.2021 5.00;1,03;;
18.12.2021 6.00;0,97;;
18.12.2021 7.00;0,23;;
18.12.2021 8.00;0,28;;
18.12.2021 9.00;1,17;;
18.12.2021 10.00;1,39;;
18.12.2021 11.00;1,95;;
18.12.2021 12.00;1,06;;
18.12.2021 13.00;0,6;;
18.12.2021 14.00;0,15;;
18.12.2021 15.00;0,53;;
18.12.2021 16.00;1,22;;
18.12.2021 17.00;2,26;;
18.12.2021 18.00;2,01;;
18.12.2021 19.00;1,42;;
18.12.2021 20.00;1,27;;
18.12.2021 21.00;1,48;;
18.12.2021 22.00;4,93;;
18.12.2021 23.00;5,24;;
19.12.2021 0.00;5,02;;
19.12.2021 1.00;3,05;;
19.12.2021 2.00;1,25;;
19.12.2021 3.00;1,24;;
19.12.2021 4.00;1,26;;
19.12.2021 5.00;1,76;;
19.12.2021 6.00;2,07;;
19.12.2021 7.00;1,32;;
19.12.2021 8.00;1,31;;
19.12.2021 9.00;1,59;;
19.12.2021 10.00;2,57;;
19.12.2021 11.00;1,79;;
19.12.2021 12.00;2,49;;
19.12.2021 13.00;1,49;;
19.12.2021 14.00;1,47;;
19.12.2021 15.00;1,55;;
19.12.2021 16.00;2,08;;
19.12.2021 17.00;1,7;;
19.12.2021 18.00;1,67;;
19.12.2021 19.00;1,51;;
19.12.2021 20.00;1,62;;
19.12.2021 21.00;1,38;;
19.12.2021 22.00;3,21;;
19.12.2021 23.00;4,23;;
20.12.2021 0.00;4,11;;
20.12.2021 1.00;3,74;;
20.12.2021 2.00;2,21;;
20.12.2021 3.00;0,28;;
20.12.2021 4.00;0,84;;
20.12.2021 5.00;1,22;;
20.12.2021 6.00;0,98;;
20.12.2021 7.00;2,18;;
20.12.2021 8.00;2,54;;
20.12.2021 9.00;3,29;;
20.12.2021 10.00;1,98;;
20.12.2021 11.00;2,22;;
20.12.2021 12.00;1,83;;
20.12.2021 13.00;1,07;;
20.12.2021 14.00;0,94;;
20.12.2021 15.00;0,91;;
20.12.2021 16.00;2,37;;
20.12.2021 17.00;2,49;;
20.12.2021 18.00;2,43;;
20.12.2021 19.00;1,97;;
20.12.2021 20.00;1,38;;
20.12.2021 21.00;2,26;;
20.12.2021 22.00;5,58;;
20.12.2021 23.00;6,51;;
21.12.2021 0.00;6,72;;
21.12.2021 1.00;6,54;;
21.12.2021 2.00;3,07;;
21.12.2021 3.00;1,37;;
21.12.2021 4.00;0,43;;
21.12.2021 5.00;0,51;;
21.12.2021 6.00;1,68;;
21.12.2021 7.00;2,03;;
21.12.2021 8.00;2,58;;
21.12.2021 9.00;2,14;;
21.12.2021 10.00;1,92;;
21.12.2021 11.00;1,95;;
21.12.2021 12.00;1,9;;
21.12.2021 13.00;2,37;;
21.12.2021 14.00;2,21;;
21.12.2021 15.00;2,29;;
21.12.2021 16.00;2,88;;
21.12.2021 17.00;2,88;;
21.12.2021 18.00;2,46;;
21.12.2021 19.00;1,88;;
21.12.2021 20.00;1,64;;
21.12.2021 21.00;1,58;;
21.12.2021 22.00;4,59;;
21.12.2021 23.00;3,77;;
22.12.2021 0.00;4,14;;
22.12.2021 1.00;0,4;;
22.12.2021 2.00;0,35;;
22.12.2021 3.00;0,66;;
22.12.2021 4.00;2,17;;
22.12.2021 5.00;1,99;;
22.12.2021 6.00;1,23;;
22.12.2021 7.00;1,43;;
22.12.2021 8.00;2,17;;
22.12.2021 9.00;1,69;;
22.12.2021 10.00;1,33;;
22.12.2021 11.00;1,95;;
22.12.2021 12.00;1,59;;
22.12.2021 13.00;1,07;;
22.12.2021 14.00;0,44;;
22.12.2021 15.00;1,8;;
22.12.2021 16.00;1,94;;
22.12.2021 17.00;1,45;;
22.12.2021 18.00;1,01;;
22.12.2021 19.00;1,5;;
22.12.2021 20.00;1,58;;
22.12.2021 21.00;2,06;;
22.12.2021 22.00;3,69;;
22.12.2021 23.00;3,74;;
23.12.2021 0.00;3,52;;
23.12.2021 1.00;3,77;;
23.12.2021 2.00;0,74;;
23.12.2021 3.00;0,34;;
23.12.2021 4.00;0,34;;
23.12.2021 5.00;0,34;;
23.12.2021 6.00;0,33;;
23.12.2021 7.00;0,32;;
23.12.2021 8.00;0,68;;
23.12.2021 9.00;1,26;;
23.12.2021 10.00;1,18;;
23.12.2021 11.00;1,34;;
23.12.2021 12.00;0,5;;
23.12.2021 13.00;0,59;;
23.12.2021 14.00;1,53;;
23.12.2021 15.00;1,76;;
23.12.2021 16.00;1,58;;
23.12.2021 17.00;2,56;;
23.12.2021 18.00;1,58;;
23.12.2021 19.00;2,17;;
23.12.2021 20.00;1,49;;
23.12.2021 21.00;1,06;;
23.12.2021 22.00;4,08;;
23.12.2021 23.00;4,91;;
24.12.2021 0.00;4,27;;
24.12.2021 1.00;4,14;;
24.12.2021 2.00;2;;
24.12.2021 3.00;1,16;;
24.12.2021 4.00;0,85;;
24.12.2021 5.00;1,34;;
24.12.2021 6.00;1,35;;
24.12.2021 7.00;1,2;;
24.12.2021 8.00;1,08;;
24.12.2021 9.00;1,65;;
24.12.2021 10.00;1,58;;
24.12.2021 11.00;1,33;;
24.12.2021 12.00;1,95;;
24.12.2021 13.00;1,34;;
24.12.2021 14.00;1,09;;
24.12.2021 15.00;0,63;;
24.12.2021 16.00;3,66;;
24.12.2021 17.00;1,68;;
24.12.2021 18.00;1,38;;
24.12.2021 19.00;0,79;;
24.12.2021 20.00;1,25;;
24.12.2021 21.00;1,52;;
24.12.2021 22.00;4,74;;
24.12.2021 23.00;4,54;;
25.12.2021 0.00;1,75;;
25.12.2021 1.00;2,66;;
25.12.2021 2.00;1,28;;
25.12.2021 3.00;0,67;;
25.12.2021 4.00;2,02;;
25.12.2021 5.00;1,35;;
25.12.2021 6.00;1,15;;
25.12.2021 7.00;0,76;;
25.12.2021 8.00;1,22;;
25.12.2021 9.00;1,7;;
25.12.2021 10.00;1,49;;
25.12.2021 11.00;1,75;;
25.12.2021 12.00;1,72;;
25.12.2021 13.00;1,51;;
25.12.2021 14.00;0,6;;
25.12.2021 15.00;1,85;;
25.12.2021 16.00;1,77;;
25.12.2021 17.00;1,78;;
25.12.2021 18.00;1,59;;
25.12.2021 19.00;2,23;;
25.12.2021 20.00;1,6;;
25.12.2021 21.00;1,91;;
25.12.2021 22.00;4,29;;
25.12.2021 23.00;4,91;;
26.12.2021 0.00;4,41;;
26.12.2021 1.00;4,33;;
26.12.2021 2.00;2,12;;
26.12.2021 3.00;1,49;;
26.12.2021 4.00;1,2;;
26.12.2021 5.00;1,65;;
26.12.2021 6.00;1,53;;
26.12.2021 7.00;1,23;;
26.12.2021 8.00;1,71;;
26.12.2021 9.00;2,11;;
26.12.2021 10.00;2,57;;
26.12.2021 11.00;2,39;;
26.12.2021 12.00;2,02;;
26.12.2021 13.00;2,17;;
26.12.2021 14.00;1,69;;
26.12.2021 15.00;1,86;;
26.12.2021 16.00;1,87;;
26.12.2021 17.00;1,51;;
26.12.2021 18.00;2;;
26.12.2021 19.00;2,28;;
26.12.2021 20.00;1,79;;
26.12.2021 21.00;1,92;;
26.12.2021 22.00;4,33;;
26.12.2021 23.00;5,58;;
27.12.2021 0.00;4,47;;
27.12.2021 1.00;3,5;;
27.12.2021 2.00;1,47;;
27.12.2021 3.00;1,11;;
27.12.2021 4.00;1,83;;
27.12.2021 5.00;2,12;;
27.12.2021 6.00;2,29;;
27.12.2021 7.00;1,33;;
27.12.2021 8.00;1,74;;
27.12.2021 9.00;2,4;;
27.12.2021 10.00;3,06;;
27.12.2021 11.00;2,09;;
27.12.2021 12.00;2,28;;
27.12.2021 13.00;1,42;;
27.12.2021 14.00;1,57;;
27.12.2021 15.00;2,31;;
27.12.2021 16.00;2,14;;
27.12.2021 17.00;1,05;;
27.12.2021 18.00;3,37;;
27.12.2021 19.00;1,89;;
27.12.2021 20.00;1,88;;
27.12.2021 21.00;2,52;;
27.12.2021 22.00;3,66;;
27.12.2021 23.00;5,25;;
28.12.2021 0.00;4,66;;
28.12.2021 1.00;2,42;;
28.12.2021 2.00;1,37;;
28.12.2021 3.00;1,24;;
28.12.2021 4.00;1,56;;
28.12.2021 5.00;1,68;;
28.12.2021 6.00;1,21;;
28.12.2021 7.00;2,24;;
28.12.2021 8.00;2,17;;
28.12.2021 9.00;1,74;;
28.12.2021 10.00;0,83;;
28.12.2021 11.00;1,44;;
28.12.2021 12.00;1,52;;
28.12.2021 13.00;2,31;;
28.12.2021 14.00;1,66;;
28.12.2021 15.00;1,54;;
28.12.2021 16.00;1,53;;
28.12.2021 17.00;2,82;;
28.12.2021 18.00;1,92;;
28.12.2021 19.00;1,04;;
28.12.2021 20.00;0,95;;
28.12.2021 21.00;1,71;;
28.12.2021 22.00;3,88;;
28.12.2021 23.00;4,28;;
29.12.2021 0.00;3,49;;
29.12.2021 1.00;3,37;;
29.12.2021 2.00;0,86;;
29.12.2021 3.00;0,63;;
29.12.2021 4.00;0,85;;
29.12.2021 5.00;1,25;;
29.12.2021 6.00;1,35;;
29.12.2021 7.00;0,97;;
29.12.2021 8.00;0,81;;
29.12.2021 9.00;0,74;;
29.12.2021 10.00;1,2;;
29.12.2021 11.00;1,21;;
29.12.2021 12.00;1,02;;
29.12.2021 13.00;1,22;;
29.12.2021 14.00;1,25;;
29.12.2021 15.00;1,1;;
29.12.2021 16.00;1,5;;
29.12.2021 17.00;1,06;;
29.12.2021 18.00;1,68;;
29.12.2021 19.00;1,37;;
29.12.2021 20.00;1,12;;
29.12.2021 21.00;0,93;;
29.12.2021 22.00;4,49;;
29.12.2021 23.00;4,76;;
30.12.2021 0.00;4,08;;
30.12.2021 1.00;3,63;;
30.12.2021 2.00;0,53;;
30.12.2021 3.00;0,3;;
30.12.2021 4.00;0,6;;
30.12.2021 5.00;0,6;;
30.12.2021 6.00;1,11;;
30.12.2021 7.00;0,28;;
30.12.2021 8.00;0,41;;
30.12.2021 9.00;0,99;;
30.12.2021 10.00;0,86;;
30.12.2021 11.00;0,9;;
30.12.2021 12.00;1,2;;
30.12.2021 13.00;1,29;;
30.12.2021 14.00;1,24;;
30.12.2021 15.00;1,23;;
30.12.2021 16.00;1,47;;
30.12.2021 17.00;1,56;;
30.12.2021 18.00;2,04;;
30.12.2021 19.00;0,99;;
30.12.2021 20.00;1,17;;
30.12.2021 21.00;1,28;;
30.12.2021 22.00;3,11;;
30.12.2021 23.00;4,74;;
31.12.2021 0.00;3,93;;
31.12.2021 1.00;2,7;;
31.12.2021 2.00;0,55;;
31.12.2021 3.00;0,3;;
31.12.2021 4.00;0,35;;
31.12.2021 5.00;0,96;;
31.12.2021 6.00;0,85;;
31.12.2021 7.00;0,72;;
31.12.2021 8.00;1,11;;
31.12.2021 9.00;0,96;;
31.12.2021 10.00;1,25;;
31.12.2021 11.00;1,8;;
31.12.2021 12.00;1,39;;
31.12.2021 13.00;1,13;;
31.12.2021 14.00;1,07;;
31.12.2021 15.00;1,01;;
31.12.2021 16.00;1,36;;
31.12.2021 17.00;1,44;;
31.12.2021 18.00;1,62;;
31.12.2021 19.00;1,37;;
31.12.2021 20.00;2,4;;
31.12.2021 21.00;1,96;;
31.12.2021 22.00;3,15;;
31.12.2021 23.00;4,82;;
1.1.2022 0.00;4,68;;
1.1.2022 1.00;3,62;;
1.1.2022 2.00;1,26;;
1.1.2022 3.00;1,13;;
1.1.2022 4.00;2,01;;
1.1.2022 5.00;1,92;;
1.1.2022 6.00;1,03;;
1.1.2022 7.00;1,48;;
1.1.2022 8.00;1,43;;
1.1.2022 9.00;1,52;;
1.1.2022 10.00;1,88;;
1.1.2022 11.00;1,77;;
1.1.2022 12.00;2,67;;
1.1.2022 13.00;2,17;;
1.1.2022 14.00;1,75;;
1.1.2022 15.00;1,35;;
1.1.2022 16.00;1,53;;
1.1.2022 17.00;1,99;;
1.1.2022 18.00;1,66;;
1.1.2022 19.00;1,69;;
1.1.2022 20.00;2,07;;
1.1.2022 21.00;3,06;;
1.1.2022 22.00;4,91;;
1.1.2022 23.00;5,16;;
2.1.2022 0.00;4,85;;
2.1.2022 1.00;3,68;;
2.1.2022 2.00;2,53;;
2.1.2022 3.00;1,19;;
2.1.2022 4.00;2,84;;
2.1.2022 5.00;2,27;;
2.1.2022 6.00;1,39;;
2.1.2022 7.00;1,57;;
2.1.2022 8.00;2,26;;
2.1.2022 9.00;3,68;;
2.1.2022 10.00;2,43;;
2.1.2022 11.00;1,98;;
2.1.2022 12.00;1,71;;
2.1.2022 13.00;1,45;;
2.1.2022 14.00;1,19;;
2.1.2022 15.00;1,77;;
2.1.2022 16.00;1,83;;
2.1.2022 17.00;0,98;;
2.1.2022 18.00;1,94;;
2.1.2022 19.00;1,77;;
2.1.2022 20.00;1,58;;
2.1.2022 21.00;1,39;;
2.1.2022 22.00;3,7;;
2.1.2022 23.00;4,32;;
3.1.2022 0.00;1,68;;
3.1.2022 1.00;2,63;;
3.1.2022 2.00;2,61;;
3.1.2022 3.00;2,4;;
3.1.2022 4.00;1,69;;
3.1.2022 5.00;1,96;;
3.1.2022 6.00;1,7;;
3.1.2022 7.00;1,17;;
3.1.2022 8.00;1,6;;
3.1.2022 9.00;1,68;;
3.1.2022 10.00;1,68;;
3.1.2022 11.00;0,74;;
3.1.2022 12.00;1,77;;
3.1.2022 13.00;1,71;;
3.1.2022 14.00;1,45;;
3.1.2022 15.00;1,1;;
3.1.2022 16.00;1,61;;
3.1.2022 17.00;1,6;;
3.1.2022 18.00;1,2;;
3.1.2022 19.00;1,8;;
3.1.2022 20.00;1,59;;
3.1.2022 21.00;1,35;;
3.1.2022 22.00;4,15;;
3.1.2022 23.00;2,51;;
4.1.2022 0.00;2,66;;
4.1.2022 1.00;1,83;;
4.1.2022 2.00;2,55;;
4.1.2022 3.00;2,48;;
4.1.2022 4.00;2,12;;
4.1.2022 5.00;2,38;;
4.1.2022 6.00;2,62;;
4.1.2022 7.00;1,7;;
4.1.2022 8.00;1,33;;
4.1.2022 9.00;1,69;;
4.1.2022 10.00;1,67;;
4.1.2022 11.00;1,21;;
4.1.2022 12.00;1,96;;
4.1.2022 13.00;1,7;;
4.1.2022 14.00;1,46;;
4.1.2022 15.00;1,59;;
4.1.2022 16.00;1,76;;
4.1.2022 17.00;1,72;;
4.1.2022 18.00;1,37;;
4.1.2022 19.00;1,79;;
4.1.2022 20.00;1,72;;
4.1.2022 21.00;1,12;;
4.1.2022 22.00;4,54;;
4.1.2022 23.00;2,76;;
5.1.2022 0.00;2,46;;
5.1.2022 1.00;1,99;;
5.1.2022 2.00;2,51;;
5.1.2022 3.00;2,5;;
5.1.2022 4.00;1,76;;
5.1.2022 5.00;2,57;;
5.1.2022 6.00;2,62;;
5.1.2022 7.00;1,68;;
5.1.2022 8.00;0,89;;
5.1.2022 9.00;1,64;;
5.1.2022 10.00;1,55;;
5.1.2022 11.00;1,16;;
5.1.2022 12.00;1,49;;
5.1.2022 13.00;1,59;;
5.1.2022 14.00;1,52;;
5.1.2022 15.00;0,93;;
5.1.2022 16.00;1,67;;
5.1.2022 17.00;1,65;;
5.1.2022 18.00;1,44;;
5.1.2022 19.00;1,4;;
5.1.2022 20.00;1,72;;
5.1.2022 21.00;1,73;;
5.1.2022 22.00;2,44;;
5.1.2022 23.00;3,9;;
6.1.2022 0.00;2,66;;
6.1.2022 1.00;2,35;;
6.1.2022 2.00;2,21;;
6.1.2022 3.00;2,61;;
6.1.2022 4.00;2,75;;
6.1.2022 5.00;2,12;;
6.1.2022 6.00;2,53;;
6.1.2022 7.00;1,7;;
6.1.2022 8.00;1,41;;
6.1.2022 9.00;1,57;;
6.1.2022 10.00;1,55;;
6.1.2022 11.00;1,44;;
6.1.2022 12.00;1,62;;
6.1.2022 13.00;1,77;;
6.1.2022 14.00;1,73;;
6.1.2022 15.00;1,72;;
6.1.2022 16.00;2,17;;
6.1.2022 17.00;2,21;;
6.1.2022 18.00;2,29;;
6.1.2022 19.00;2,08;;
6.1.2022 20.00;2,56;;
6.1.2022 21.00;1,85;;
6.1.2022 22.00;3,2;;
6.1.2022 23.00;6;;
7.1.2022 0.00;5,6;;
7.1.2022 1.00;5,18;;
7.1.2022 2.00;2,61;;
7.1.2022 3.00;2,57;;
7.1.2022 4.00;1,69;;
7.1.2022 5.00;1,69;;
7.1.2022 6.00;1,94;;
7.1.2022 7.00;1,74;;
7.1.2022 8.00;2,7;;
7.1.2022 9.00;1,74;;
7.1.2022 10.00;2,23;;
7.1.2022 11.00;2,25;;
7.1.2022 12.00;1,93;;
7.1.2022 13.00;1,68;;
7.1.2022 14.00;1,56;;
7.1.2022 15.00;2,1;;
7.1.2022 16.00;2,06;;
7.1.2022 17.00;1,18;;
7.1.2022 18.00;0,22;;
7.1.2022 19.00;0,23;;
7.1.2022 20.00;0,26;;
7.1.2022 21.00;1,73;;
7.1.2022 22.00;4,97;;
7.1.2022 23.00;4,9;;
8.1.2022 0.00;1,12;;
8.1.2022 1.00;1,71;;
8.1.2022 2.00;1,66;;
8.1.2022 3.00;1,44;;
8.1.2022 4.00;1,37;;
8.1.2022 5.00;2,38;;
8.1.2022 6.00;2;;
8.1.2022 7.00;1,39;;
8.1.2022 8.00;1,52;;
8.1.2022 9.00;1,54;;
8.1.2022 10.00;1,33;;
8.1.2022 11.00;1,74;;
8.1.2022 12.00;1,65;;
8.1.2022 13.00;1,38;;
8.1.2022 14.00;1,8;;
8.1.2022 15.00;1,72;;
8.1.2022 16.00;1,46;;
8.1.2022 17.00;1,66;;
8.1.2022 18.00;1,87;;
8.1.2022 19.00;1,69;;
8.1.2022 20.00;1,48;;
8.1.2022 21.00;1,74;;
8.1.2022 22.00;3,46;;
8.1.2022 23.00;3,16;;
9.1.2022 0.00;2,44;;
9.1.2022 1.00;2,42;;
9.1.2022 2.00;2,14;;
9.1.2022 3.00;2,49;;
9.1.2022 4.00;2,33;;
9.1.2022 5.00;1,48;;
9.1.2022 6.00;1,79;;
9.1.2022 7.00;1,49;;
9.1.2022 8.00;1,3;;
9.1.2022 9.00;1,5;;
9.1.2022 10.00;1,55;;
9.1.2022 11.00;1,53;;
9.1.2022 12.00;1,35;;
9.1.2022 13.00;1,7;;
9.1.2022 14.00;1,6;;
9.1.2022 15.00;1,38;;
9.1.2022 16.00;1,76;;
9.1.2022 17.00;2,01;;
9.1.2022 18.00;3,18;;
9.1.2022 19.00;2,55;;
9.1.2022 20.00;2,29;;
9.1.2022 21.00;1,99;;
9.1.2022 22.00;4,42;;
9.1.2022 23.00;6,43;;
10.1.2022 0.00;4,75;;
10.1.2022 1.00;4,82;;
10.1.2022 2.00;2,46;;
10.1.2022 3.00;1,79;;
10.1.2022 4.00;1,48;;
10.1.2022 5.00;1,68;;
10.1.2022 6.00;1,75;;
10.1.2022 7.00;1,78;;
10.1.2022 8.00;2,33;;
10.1.2022 9.00;1,86;;
10.1.2022 10.00;1,54;;
10.1.2022 11.00;1,93;;
10.1.2022 12.00;1,9;;
10.1.2022 13.00;1,87;;
10.1.2022 14.00;1,99;;
10.1.2022 15.00;2,21;;
10.1.2022 16.00;1,94;;
10.1.2022 17.00;2,13;;
10.1.2022 18.00;2,36;;
10.1.2022 19.00;3,75;;
10.1.2022 20.00;3,12;;
10.1.2022 21.00;2,33;;
10.1.2022 22.00;2,4;;
10.1.2022 23.00;5,09;;
11.1.2022 0.00;4,97;;
11.1.2022 1.00;4,63;;
11.1.2022 2.00;4,78;;
11.1.2022 3.00;2,01;;
11.1.2022 4.00;1,67;;
11.1.2022 5.00;2;;
11.1.2022 6.00;2;;
11.1.2022 7.00;1,86;;
11.1.2022 8.00;2,1;;
11.1.2022 9.00;2,01;;
11.1.2022 10.00;1,82;;
11.1.2022 11.00;2,05;;
11.1.2022 12.00;2;;
11.1.2022 13.00;1,8;;
11.1.2022 14.00;1,9;;
11.1.2022 15.00;1,87;;
11.1.2022 16.00;2,3;;
11.1.2022 17.00;1,95;;
11.1.2022 18.00;1,47;;
11.1.2022 19.00;1,77;;
11.1.2022 20.00;2;;
11.1.2022 21.00;1,56;;
11.1.2022 22.00;3,53;;
11.1.2022 23.00;4,41;;
12.1.2022 0.00;5;;
12.1.2022 1.00;5,04;;
12.1.2022 2.00;3,6;;
12.1.2022 3.00;1,93;;
12.1.2022 4.00;0,87;;
12.1.2022 5.00;1,38;;
12.1.2022 6.00;0,92;;
12.1.2022 7.00;1,49;;
12.1.2022 8.00;0,89;;
12.1.2022 9.00;0,4;;
12.1.2022 10.00;0,74;;
12.1.2022 11.00;1,01;;
12.1.2022 12.00;1,33;;
12.1.2022 13.00;1;;
12.1.2022 14.00;1,86;;
12.1.2022 15.00;2,55;;
12.1.2022 16.00;1,98;;
12.1.2022 17.00;1,26;;
12.1.2022 18.00;1,08;;
12.1.2022 19.00;1,31;;
12.1.2022 20.00;0,94;;
12.1.2022 21.00;1,49;;
12.1.2022 22.00;3,93;;
12.1.2022 23.00;4,99;;
13.1.2022 0.00;2,27;;
13.1.2022 1.00;0,38;;
13.1.2022 2.00;0,25;;
13.1.2022 3.00;0,25;;
13.1.2022 4.00;0,23;;
13.1.2022 5.00;0,24;;
13.1.2022 6.00;0,37;;
13.1.2022 7.00;0,8;;
13.1.2022 8.00;1,45;;
13.1.2022 9.00;1,25;;
13.1.2022 10.00;0,96;;
13.1.2022 11.00;1,01;;
13.1.2022 12.00;1,08;;
13.1.2022 13.00;0,99;;
13.1.2022 14.00;1,05;;
13.1.2022 15.00;2,5;;
13.1.2022 16.00;1,55;;
13.1.2022 17.00;1,12;;
13.1.2022 18.00;1,58;;
13.1.2022 19.00;1,47;;
13.1.2022 20.00;1,98;;
13.1.2022 21.00;1,94;;
13.1.2022 22.00;1,69;;
13.1.2022 23.00;4,77;;
14.1.2022 0.00;4,9;;
14.1.2022 1.00;4,67;;
14.1.2022 2.00;3,1;;
14.1.2022 3.00;1,16;;
14.1.2022 4.00;1,09;;
14.1.2022 5.00;1,16;;
14.1.2022 6.00;1,2;;
14.1.2022 7.00;1,16;;
14.1.2022 8.00;1,43;;
14.1.2022 9.00;1,19;;
14.1.2022 10.00;1,32;;
14.1.2022 11.00;1,26;;
14.1.2022 12.00;1,38;;
14.1.2022 13.00;1,16;;
14.1.2022 14.00;1,2;;
14.1.2022 15.00;1,23;;
14.1.2022 16.00;2,09;;
14.1.2022 17.00;1,37;;
14.1.2022 18.00;0,84;;
14.1.2022 19.00;1,61;;
14.1.2022 20.00;1,4;;
14.1.2022 21.00;1,04;;
14.1.2022 22.00;3,61;;
14.1.2022 23.00;4,88;;
15.1.2022 0.00;4,24;;
15.1.2022 1.00;1,76;;
15.1.2022 2.00;0,53;;
15.1.2022 3.00;0,24;;
15.1.2022 4.00;0,24;;
15.1.2022 5.00;0,55;;
15.1.2022 6.00;1,12;;
15.1.2022 7.00;0,83;;
15.1.2022 8.00;0,98;;
15.1.2022 9.00;1,19;;
15.1.2022 10.00;0,98;;
15.1.2022 11.00;1,92;;
15.1.2022 12.00;1,93;;
15.1.2022 13.00;1,51;;
15.1.2022 14.00;1,71;;
15.1.2022 15.00;2,29;;
15.1.2022 16.00;2,02;;
15.1.2022 17.00;2,37;;
15.1.2022 18.00;2,39;;
15.1.2022 19.00;1,85;;
15.1.2022 20.00;0,83;;
15.1.2022 21.00;1,54;;
15.1.2022 22.00;3,41;;
15.1.2022 23.00;4,22;;
16.1.2022 0.00;3,95;;
16.1.2022 1.00;4,16;;
16.1.2022 2.00;3,38;;
16.1.2022 3.00;1,35;;
16.1.2022 4.00;1,03;;
16.1.2022 5.00;0,91;;
16.1.2022 6.00;0,95;;
16.1.2022 7.00;0,27;;
16.1.2022 8.00;2;;
16.1.2022 9.00;1,13;;
16.1.2022 10.00;0,76;;
16.1.2022 11.00;0,32;;
16.1.2022 12.00;0,13;;
16.1.2022 13.00;0,12;;
16.1.2022 14.00;0,79;;
16.1.2022 15.00;0,82;;
16.1.2022 16.00;0,95;;
16.1.2022 17.00;0,21;;
16.1.2022 18.00;0,21;;
16.1.2022 19.00;1,23;;
16.1.2022 20.00;2,12;;
16.1.2022 21.00;0,74;;
16.1.2022 22.00;0,83;;
16.1.2022 23.00;5,06;;
17.1.2022 0.00;4,83;;
17.1.2022 1.00;4,71;;
17.1.2022 2.00;3,38;;
17.1.2022 3.00;1,11;;
17.1.2022 4.00;0,97;;
17.1.2022 5.00;1,17;;
17.1.2022 6.00;1,29;;
17.1.2022 7.00;1,41;;
17.1.2022 8.00;1,52;;
17.1.2022 9.00;1,32;;
17.1.2022 10.00;1,15;;
17.1.2022 11.00;1,48;;
17.1.2022 12.00;1,66;;
17.1.2022 13.00;1,56;;
17.1.2022 14.00;1,98;;
17.1.2022 15.00;1,59;;
17.1.2022 16.00;1,62;;
17.1.2022 17.00;1,11;;
17.1.2022 18.00;2,62;;
17.1.2022 19.00;1,82;;
17.1.2022 20.00;1,13;;
17.1.2022 21.00;1,06;;
17.1.2022 22.00;2,9;;
17.1.2022 23.00;5,22;;
18.1.2022 0.00;4,35;;
18.1.2022 1.00;2,72;;
18.1.2022 2.00;1,29;;
18.1.2022 3.00;1,22;;
18.1.2022 4.00;0,75;;
18.1.2022 5.00;0,69;;
18.1.2022 6.00;2,23;;
18.1.2022 7.00;1,81;;
18.1.2022 8.00;1,44;;
18.1.2022 9.00;1,29;;
18.1.2022 10.00;1,61;;
18.1.2022 11.00;2,04;;
18.1.2022 12.00;1,05;;
18.1.2022 13.00;0,37;;
18.1.2022 14.00;1,29;;
18.1.2022 15.00;1,43;;
18.1.2022 16.00;2,21;;
18.1.2022 17.00;0,95;;
18.1.2022 18.00;1,31;;
18.1.2022 19.00;2,55;;
18.1.2022 20.00;2,53;;
18.1.2022 21.00;1,3;;
18.1.2022 22.00;4,19;;
18.1.2022 23.00;4,88;;
19.1.2022 0.00;4,87;;
19.1.2022 1.00;4,32;;
19.1.2022 2.00;0,94;;
19.1.2022 3.00;0,89;;
19.1.2022 4.00;1,03;;
19.1.2022 5.00;0,94;;
19.1.2022 6.00;1,56;;
19.1.2022 7.00;1,35;;
19.1.2022 8.00;1,05;;
19.1.2022 9.00;0,9;;
19.1.2022 10.00;0,89;;
19.1.2022 11.00;1,12;;
19.1.2022 12.00;0,84;;
19.1.2022 13.00;0,54;;
19.1.2022 14.00;0,64;;
19.1.2022 15.00;0,87;;
19.1.2022 16.00;1,2;;
19.1.2022 17.00;0,83;;
19.1.2022 18.00;0,96;;
19.1.2022 19.00;1;;
19.1.2022 20.00;1,03;;
19.1.2022 21.00;0,71;;
19.1.2022 22.00;3,83;;
